,model,forecast_date,target,target_end_date,state,actual,quantile_0.025,quantile_0.975
1183,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Tennessee,607,336,951
1184,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Texas,1423,875,2590
1185,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Utah,82,51,150
1186,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Virginia,567,341,1147
1187,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Vermont,115,62,158
1188,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Washington,1863,1078,2595
1189,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Wisconsin,548,285,821
1190,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,West Virginia,24,14,53
1191,MOBS,4/20/2020,4 wk ahead cum death,5/16/2020,Wyoming,4,0,149
1192,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Alabama,229,199,281
1193,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Alabama,298,230,454
1194,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Alabama,338,239,674
1195,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Alabama,352,240,928
1196,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Alaska,11,9,16
1197,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Alaska,15,10,25
1198,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Alaska,18,11,41
1199,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Alaska,22,12,76
1200,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Arizona,275,236,336
1201,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Arizona,381,286,553
1202,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Arizona,461,310,829
1203,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Arizona,509,318,1190
1204,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Arkansas,52,45,64
1205,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Arkansas,63,49,97
1206,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Arkansas,71,50,149
1207,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Arkansas,75,51,246
1208,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,California,1601,1416,1932
1209,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,California,2009,1593,2927
1210,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,California,2220,1640,3993
1211,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,California,2305,1648,5025
1212,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Colorado,522,471,616
1213,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Colorado,589,494,803
1214,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Colorado,610,497,932
1215,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Colorado,615,497,1011
1216,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Connecticut,1543,1370,1880
1217,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Connecticut,1834,1501,2672
1218,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Connecticut,1925,1525,3164
1219,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Connecticut,1942,1527,3395
1220,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Delaware,99,84,127
1221,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Delaware,137,102,205
1222,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Delaware,161,110,299
1223,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Delaware,173,112,400
1224,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,District of Columbia,149,117,226
1225,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,District of Columbia,207,131,488
1226,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,District of Columbia,238,135,880
1227,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,District of Columbia,252,135,1519
1228,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Florida,1006,900,1186
1229,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Florida,1192,972,1652
1230,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Florida,1266,984,2055
1231,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Florida,1287,986,2358
1232,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Georgia,826,756,957
1233,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Georgia,930,792,1289
1234,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Georgia,966,798,1645
1235,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Georgia,976,798,1982
1236,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Hawaii,12,10,17
1237,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Hawaii,15,11,25
1238,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Hawaii,18,11,34
1239,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Hawaii,20,12,52
1240,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Idaho,62,53,79
1241,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Idaho,85,63,129
1242,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Idaho,106,70,204
1243,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Idaho,122,73,327
1244,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Illinois,1757,1570,2087
1245,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Illinois,2104,1722,2930
1246,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Illinois,2227,1749,3574
1247,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Illinois,2254,1751,3958
1248,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Indiana,758,673,895
1249,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Indiana,926,744,1281
1250,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Indiana,997,758,1616
1251,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Indiana,1016,760,1838
1252,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Iowa,110,92,141
1253,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Iowa,144,107,226
1254,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Iowa,163,111,321
1255,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Iowa,170,112,431
1256,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Kansas,122,106,162
1257,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Kansas,146,112,271
1258,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Kansas,157,114,438
1259,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Kansas,161,114,680
1260,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Kentucky,191,168,229
1261,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Kentucky,225,179,334
1262,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Kentucky,240,182,438
1263,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Kentucky,244,182,541
1264,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Louisiana,1511,1409,1701
1265,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Louisiana,1623,1447,2070
1266,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Louisiana,1650,1451,2329
1267,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Louisiana,1654,1452,2466
1268,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Maine,48,40,64
1269,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Maine,67,48,105
1270,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Maine,81,54,155
1271,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Maine,91,55,228
1272,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Maryland,720,620,908
1273,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Maryland,915,705,1414
1274,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Maryland,990,723,1823
1275,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Maryland,1007,724,2062
1276,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Massachusetts,2565,2235,3185
1277,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Massachusetts,3285,2597,5015
1278,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Massachusetts,3580,2686,6515
1279,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Massachusetts,3657,2700,7639
1280,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Michigan,3071,2751,3567
1281,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Michigan,3504,2904,4584
1282,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Michigan,3632,2925,5170
1283,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Michigan,3654,2927,5436
1284,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Minnesota,210,178,263
1285,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Minnesota,305,229,453
1286,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Minnesota,375,254,673
1287,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Minnesota,410,261,904
1288,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Mississippi,203,180,252
1289,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Mississippi,239,192,386
1290,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Mississippi,254,193,554
1291,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Mississippi,258,194,766
1292,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Missouri,260,229,309
1293,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Missouri,318,250,452
1294,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Missouri,346,255,598
1295,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Missouri,355,256,743
1296,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Montana,13,10,18
1297,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Montana,16,11,29
1298,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Montana,22,13,56
1299,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Montana,29,14,143
1300,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Nebraska,38,32,50
1301,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Nebraska,50,37,78
1302,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Nebraska,60,40,116
1303,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Nebraska,66,41,166
1304,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Nevada,203,179,240
1305,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Nevada,238,192,330
1306,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Nevada,254,194,410
1307,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Nevada,259,194,480
1308,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,New Hampshire,59,49,76
1309,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,New Hampshire,77,57,117
1310,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,New Hampshire,89,61,163
1311,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,New Hampshire,94,61,211
1312,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,New Jersey,5143,4721,5999
1313,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,New Jersey,5596,4901,7387
1314,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,New Jersey,5688,4919,8077
1315,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,New Jersey,5699,4920,8298
1316,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,New Mexico,83,69,108
1317,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,New Mexico,120,87,195
1318,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,New Mexico,155,99,333
1319,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,New Mexico,182,105,568
1320,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,New York,16211,15176,18216
1321,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,New York,17095,15535,20668
1322,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,New York,17233,15559,21470
1323,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,New York,17247,15560,21645
1324,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,North Carolina,280,238,348
1325,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,North Carolina,402,302,583
1326,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,North Carolina,493,332,863
1327,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,North Carolina,540,340,1166
1328,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,North Dakota,12,10,17
1329,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,North Dakota,16,11,27
1330,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,North Dakota,19,12,42
1331,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,North Dakota,21,12,70
1332,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Ohio,667,586,800
1333,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Ohio,867,681,1246
1334,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Ohio,979,711,1724
1335,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Ohio,1021,717,2173
1336,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Oklahoma,175,156,208
1337,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Oklahoma,206,167,294
1338,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Oklahoma,220,169,406
1339,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Oklahoma,225,169,529
1340,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Oregon,99,84,124
1341,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Oregon,126,95,199
1342,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Oregon,145,98,299
1343,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Oregon,157,99,447
1344,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Pennsylvania,2000,1730,2492
1345,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Pennsylvania,2720,2118,4261
1346,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Pennsylvania,3096,2246,6041
1347,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Pennsylvania,3222,2266,7526
1348,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Rhode Island,263,215,344
1349,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Rhode Island,393,281,615
1350,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Rhode Island,470,309,894
1351,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Rhode Island,499,314,1117
1352,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,South Carolina,150,134,179
1353,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,South Carolina,179,143,259
1354,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,South Carolina,193,146,361
1355,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,South Carolina,199,146,499
1356,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,South Dakota,21,17,35
1357,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,South Dakota,27,17,79
1358,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,South Dakota,30,18,173
1359,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,South Dakota,32,18,456
1360,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Tennessee,209,186,247
1361,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Tennessee,254,203,352
1362,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Tennessee,280,207,475
1363,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Tennessee,290,208,608
1364,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Texas,685,605,816
1365,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Texas,877,686,1261
1366,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Texas,988,709,1838
1367,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Texas,1032,712,2518
1368,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Utah,46,37,62
1369,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Utah,67,45,111
1370,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Utah,84,49,180
1371,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Utah,97,51,285
1372,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Vermont,45,39,59
1373,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Vermont,53,41,99
1374,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Vermont,59,42,181
1375,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Vermont,63,42,399
1376,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Virginia,423,365,526
1377,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Virginia,560,427,858
1378,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Virginia,633,444,1206
1379,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Virginia,658,447,1495
1380,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Washington,716,674,803
1381,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Washington,768,694,963
1382,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Washington,785,697,1072
1383,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Washington,790,698,1144
1384,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,West Virginia,30,24,43
1385,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,West Virginia,44,30,75
1386,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,West Virginia,57,34,115
1387,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,West Virginia,66,36,169
1388,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Wisconsin,296,260,351
1389,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Wisconsin,365,287,504
1390,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Wisconsin,401,294,653
1391,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Wisconsin,415,296,792
1392,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,Wyoming,3,2,7
1393,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,Wyoming,4,2,12
1394,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,Wyoming,6,2,19
1395,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,Wyoming,8,3,27
1396,UT Austin,4/20/2020,1 wk ahead cum death,4/25/2020,United States,46184,43687,49962
1397,UT Austin,4/20/2020,2 wk ahead cum death,5/2/2020,United States,53532,48067,63404
1398,UT Austin,4/20/2020,3 wk ahead cum death,5/9/2020,United States,56974,49366,74289
1399,UT Austin,4/20/2020,4 wk ahead cum death,5/16/2020,United States,58434,49716,84964
1400,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Alaska,11,11,13
1401,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Alaska,15,13,18
1402,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Alaska,18,16,23
1403,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Alaska,20,18,28
1404,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Alabama,208,195,225
1405,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Alabama,266,234,312
1406,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Alabama,320,264,400
1407,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Alabama,369,288,490
1408,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Arkansas,52,48,58
1409,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Arkansas,66,57,81
1410,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Arkansas,80,65,104
1411,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Arkansas,92,72,127
1412,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Arizona,239,226,254
1413,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Arizona,305,268,345
1414,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Arizona,369,302,439
1415,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Arizona,430,331,535
1416,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,California,1565,1430,1712
1417,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,California,1983,1643,2379
1418,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,California,2329,1788,2999
1419,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,California,2616,1884,3569
1420,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Colorado,502,474,536
1421,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Colorado,602,530,693
1422,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Colorado,687,569,846
1423,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Colorado,762,599,995
1424,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Connecticut,1750,1592,2012
1425,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Connecticut,2241,1849,2926
1426,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Connecticut,2620,2010,3703
1427,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Connecticut,2910,2115,4344
1428,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,District of Columbia,137,124,155
1429,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,District of Columbia,177,145,224
1430,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,District of Columbia,212,161,288
1431,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,District of Columbia,241,174,347
1432,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Delaware,97,88,112
1433,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Delaware,130,107,168
1434,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Delaware,160,121,221
1435,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Delaware,186,133,272
1436,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Florida,1020,942,1128
1437,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Florida,1244,1057,1510
1438,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Florida,1416,1130,1840
1439,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Florida,1549,1175,2117
1440,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Georgia,934,880,1004
1441,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Georgia,1127,989,1302
1442,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Georgia,1290,1061,1579
1443,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Georgia,1428,1112,1838
1444,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Guam,7,6,8
1445,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Guam,9,8,12
1446,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Guam,11,9,16
1447,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Guam,13,10,19
1448,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Hawaii,13,13,15
1449,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Hawaii,18,16,21
1450,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Hawaii,22,19,28
1451,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Hawaii,26,23,34
1452,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Iowa,104,99,112
1453,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Iowa,139,122,160
1454,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Iowa,173,140,210
1455,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Iowa,205,154,262
1456,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Idaho,57,53,61
1457,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Idaho,71,62,83
1458,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Idaho,84,70,103
1459,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Idaho,95,76,122
1460,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Illinois,1700,1601,1813
1461,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Illinois,2123,1855,2435
1462,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Illinois,2476,2026,3019
1463,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Illinois,2773,2143,3570
1464,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Indiana,723,674,791
1465,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Indiana,896,771,1074
1466,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Indiana,1039,838,1334
1467,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Indiana,1157,883,1579
1468,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Kansas,126,116,135
1469,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Kansas,154,131,179
1470,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Kansas,179,142,222
1471,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Kansas,200,151,263
1472,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Kentucky,185,174,198
1473,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Kentucky,222,194,256
1474,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Kentucky,253,208,310
1475,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Kentucky,279,218,362
1476,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Louisiana,1585,1511,1667
1477,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Louisiana,1893,1699,2113
1478,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Louisiana,2151,1829,2532
1479,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Louisiana,2369,1920,2924
1480,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Massachusetts,2162,2036,2313
1481,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Massachusetts,2698,2363,3111
1482,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Massachusetts,3129,2572,3843
1483,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Massachusetts,3480,2715,4517
1484,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Maryland,737,687,790
1485,YYG,4/20/2020,2 wk ahead cum death,5/2/2020,Maryland,930,797,1078
1486,YYG,4/20/2020,3 wk ahead cum death,5/9/2020,Maryland,1098,874,1349
1487,YYG,4/20/2020,4 wk ahead cum death,5/16/2020,Maryland,1243,927,1604
1488,YYG,4/20/2020,1 wk ahead cum death,4/25/2020,Maine,45,43,48
