model,forecast_date,target,target_end_date,state,actual,quantile_0.025,quantile_0.975
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Florida,1396,721.0,3518.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,1081,612.0,2526.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,15,9.0,63.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,37,27.0,145.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,3105,1318.0,9823.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,1124,527.0,3457.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,137,62.0,452.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,120,59.0,817.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,475,166.0,1951.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1244,853.0,5262.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Maine,30,19.0,157.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,1077,420.0,3765.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,3397,1660.0,10452.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,2970,1660.0,9868.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,234,96.0,961.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,226,103.0,1398.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,265,124.0,1748.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Montana,10,6.0,60.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,73,24.0,369.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,269,142.0,824.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,57,28.0,197.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,6477,3679.0,16518.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,74,31.0,330.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,New York,21508,12000.0,42013.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,292,135.0,892.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,12,7.0,79.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,656,324.0,2136.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,210,109.0,940.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,116,67.0,278.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,2045,978.0,5285.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Puerto Rico,140,56.0,720.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,392,121.0,2765.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,212,111.0,642.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,59,14.0,353.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,299,150.0,819.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Texas,894,443.0,2443.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Utah,37,20.0,150.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,44,28.0,215.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,540,227.0,1830.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,U.S. Virgin Islands,2,1.0,13.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Washington,948,667.0,1542.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,13,6.0,106.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,346,178.0,1085.0
LANL,2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,11,0.0,161.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,526,158.0,2786.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,16,8.0,126.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,289,149.0,919.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,57,28.0,434.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,California,1773,1005.0,4152.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,1011,468.0,3654.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,1900,729.0,11526.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,141,39.0,1431.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,District of Columbia,174,74.0,840.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Florida,1752,777.0,5641.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,1318,651.0,3895.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,18,10.0,90.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,40,27.0,196.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,4063,1437.0,18234.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,1425,577.0,5759.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,181,67.0,769.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,150,60.0,1310.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,680,187.0,4013.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,1366,856.0,7038.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Maine,33,19.0,220.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,1436,468.0,7463.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,4244,1841.0,20507.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,3482,1712.0,13937.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,310,103.0,1672.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,283,105.0,2170.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,329,126.0,2737.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Montana,11,6.0,82.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,103,27.0,718.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,326,149.0,1259.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,71,29.0,294.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,7618,3894.0,24885.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,97,33.0,572.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,New York,24487,12039.0,61193.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,374,147.0,1499.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,14,7.0,122.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,815,340.0,3267.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,256,113.0,1446.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,140,71.0,412.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,2616,1076.0,8702.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Puerto Rico,186,60.0,1320.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,517,140.0,5806.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,264,119.0,1006.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,89,17.0,914.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,367,160.0,1251.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1145,478.0,4064.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Utah,44,20.0,225.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,51,28.0,307.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,738,250.0,3319.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,U.S. Virgin Islands,2,1.0,19.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Washington,1084,698.0,2130.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,17,6.0,179.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,421,188.0,1553.0
LANL,2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,15,0.0,232.0
